Date and time (UTC),Rocket,Rocket,Flight number,Launch site,Launch site,LSP,LSP,Year
April[edit],April[edit],April[edit],April[edit],April[edit],April[edit],April[edit],April[edit],1993
1 April 18:57:26,Kosmos-3M,Kosmos-3M,,Plesetsk Site 133/3,Plesetsk Site 133/3,VKS,VKS,1993
1 April 18:57:26,,,,,,,,1993
1 April 18:57:26,,Kosmos 2239 (Parus),MO RF,Low Earth,Navigation,In orbit,Operational,1993
2 April 14:30:01,Soyuz-U,Soyuz-U,,Plesetsk Site 16/2,Plesetsk Site 16/2,VKS,VKS,1993
2 April 14:30:01,,,,,,,,1993
2 April 14:30:01,,Kosmos 2240 (Yantar-4K2),MOM,Low Earth,Reconnaissance,7 June,Successful,1993
6 April 19:07:27,Molniya-M,Molniya-M,,Plesetsk Site 43/4,Plesetsk Site 43/4,VKS,VKS,1993
6 April 19:07:27,,,,,,,,1993
6 April 19:07:27,,Kosmos 2241 (Oko),MOM,Molniya,Missile defence,8 March 2022[3],Successful,1993
8 April 05:29[1],Space Shuttle Discovery[4],Space Shuttle Discovery[4],,Kennedy LC-39B,Kennedy LC-39B,United Space Alliance,United Space Alliance,1993
8 April 05:29[1],,,,,,,,1993
8 April 05:29[1],,STS-56,NASA,Low Earth,Solar astronomy,17 April 11:37:19,Successful,1993
8 April 05:29[1],,Spacelab Pallet,ESA/NASA,Low Earth (Discovery),Spacelab ATLAS-2,17 April 11:37:19,Successful,1993
8 April 05:29[1],,SPARTAN-201,NASA,Low Earth (Discovery),Solar,17 April 11:37:19,Successful,1993
8 April 05:29[1],,Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April,Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April,Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April,Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April,Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April,Crewed orbital flight with five astronauts; SPARTAN deployed from Discovery on 11 April and retrieved on 13 April,1993
16 April 07:49,Tsyklon-3,Tsyklon-3,,Plesetsk,Plesetsk,VKS,VKS,1993
16 April 07:49,,,,,,,,1993
16 April 07:49,,Kosmos 2242 (Tselina),MO RF,Low Earth,ELINT,In orbit,Operational,1993
21 April 00:23,Molniya-M,Molniya-M,,Plesetsk Site 43/4,Plesetsk Site 43/4,VKS,VKS,1993
21 April 00:23,,,,,,,,1993
21 April 00:23,,Molniya 3-57L,MOM,Molniya,Communications,25 January 2004,Successful,1993
25 April 13:56,Pegasus,Pegasus,,Edwards Balls 8,Edwards Balls 8,Orbital Sciences,Orbital Sciences,1993
25 April 13:56,,,,,,,,1993
25 April 13:56,,Orbcomm CDS-2 (VSUME),Orbcomm,Low Earth,Communications,In orbit,Successful,1993
25 April 13:56,,Alexis,STP,Low Earth,Technology,In orbit,Successful,1993
26 April 14:50[1],Space Shuttle Columbia[5],Space Shuttle Columbia[5],,Kennedy LC-39A,Kennedy LC-39A,United Space Alliance,United Space Alliance,1993
26 April 14:50[1],,,,,,,,1993
26 April 14:50[1],,STS-55,NASA/DLR,Low Earth,Microgravity,6 May 14:30,Successful,1993
26 April 14:50[1],,Spacelab Long Module 1,NASA/DLR,Low Earth (Columbia),Spacelab D2,6 May 14:30,Successful,1993
26 April 14:50[1],,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,1993
27 April 10:35,Soyuz-U,Soyuz-U,,Baikonur Site 31/6,Baikonur Site 31/6,VKS,VKS,1993
27 April 10:35,,,,,,,,1993
27 April 10:35,,Kosmos 2243 (Yantar-1KFT),MOM,Low Earth,Reconnaissance,6 May,Spacecraft failure,1993
27 April 10:35,,Mission aborted after six days,Mission aborted after six days,Mission aborted after six days,Mission aborted after six days,Mission aborted after six days,Mission aborted after six days,1993
28 April 03:39:20,Tsyklon-2,Tsyklon-2,,Baikonur Site 90,Baikonur Site 90,VKS,VKS,1993
28 April 03:39:20,,,,,,,,1993
28 April 03:39:20,,Kosmos 2244 (US-PM),MO RF,Low Earth,Reconnaissance,18 March 1995,Successful,1993
May[edit],May[edit],May[edit],May[edit],May[edit],May[edit],May[edit],May[edit],1993
11 May 14:56:01,Tsyklon-3,Tsyklon-3,,Plesetsk,Plesetsk,VKS,VKS,1993
11 May 14:56:01,,,,,,,,1993
11 May 14:56:01,,Kosmos 2245 (Strela),MO RF,Low Earth,Communications,In orbit,Successful,1993
11 May 14:56:01,,Kosmos 2246 (Strela),MO RF,Low Earth,Communications,In orbit,Successful,1993
11 May 14:56:01,,Kosmos 2247 (Strela),MO RF,Low Earth,Communications,In orbit,Successful,1993
11 May 14:56:01,,Kosmos 2248 (Strela),MO RF,Low Earth,Communications,In orbit,Successful,1993
11 May 14:56:01,,Kosmos 2249 (Strela),MO RF,Low Earth,Communications,In orbit,Successful,1993
11 May 14:56:01,,Komsos 2250 (Strela),MO RF,Low Earth,Communications,In orbit,Successful,1993
12 May 00:56:32,Ariane 4 (42L),Ariane 4 (42L),,Kourou ELA-2,Kourou ELA-2,Arianespace,Arianespace,1993
12 May 00:56:32,,,,,,,,1993
12 May 00:56:32,,Astra 1C,SES Astra,Geostationary,Communications,In orbit,Operational,1993
12 May 00:56:32,,Arsene (Oscar-24),RACE (Europe)/AMSAT,Medium Earth,Communications,In orbit,Partial satellite failure,1993
12 May 00:56:32,,"Maiden flight of Ariane 4 (42L); VHF transponder on Arsene failed during launch and UHF/S-band transponder failed on 6 September 1993, making satellite unusable","Maiden flight of Ariane 4 (42L); VHF transponder on Arsene failed during launch and UHF/S-band transponder failed on 6 September 1993, making satellite unusable","Maiden flight of Ariane 4 (42L); VHF transponder on Arsene failed during launch and UHF/S-band transponder failed on 6 September 1993, making satellite unusable","Maiden flight of Ariane 4 (42L); VHF transponder on Arsene failed during launch and UHF/S-band transponder failed on 6 September 1993, making satellite unusable","Maiden flight of Ariane 4 (42L); VHF transponder on Arsene failed during launch and UHF/S-band transponder failed on 6 September 1993, making satellite unusable","Maiden flight of Ariane 4 (42L); VHF transponder on Arsene failed during launch and UHF/S-band transponder failed on 6 September 1993, making satellite unusable",1993
13 May 00:07,Delta II (7925),Delta II (7925),,Cape Canaveral LC-17A,Cape Canaveral LC-17A,McDonnell Douglas,McDonnell Douglas,1993
13 May 00:07,,,,,,,,1993
13 May 00:07,,USA-91 (GPS IIA-11),US Air Force,Medium Earth,Navigation,In orbit,Successful,1993
13 May 00:07,,Decommissioned on 20 December 2007,Decommissioned on 20 December 2007,Decommissioned on 20 December 2007,Decommissioned on 20 December 2007,Decommissioned on 20 December 2007,Decommissioned on 20 December 2007,1993
21 May 09:15:01,Soyuz-U,Soyuz-U,,Plesetsk Site 16/2,Plesetsk Site 16/2,VKS,VKS,1993
21 May 09:15:01,,,,,,,,1993
21 May 09:15:01,,Resurs F-17,MOM,Low Earth,Remote sensing,20 June,Successful,1993
22 May 06:41:47,Soyuz-U2,Soyuz-U2,,Baikonur Site 1/5,Baikonur Site 1/5,VKS,VKS,1993
22 May 06:41:47,,,,,,,,1993
22 May 06:41:47,,Progress M-18,Roskosmos,Low Earth (Mir),Logistics,4 July,Successful,1993
26 May 03:23,Molniya-M,Molniya-M,,Plesetsk Site 43/4,Plesetsk Site 43/4,VKS,VKS,1993
26 May 03:23,,,,,,,,1993
26 May 03:23,,Molniya 1–86,MOM,Molniya,Communications,In orbit,Operational,1993
27 May 01:22,Proton-K/DM-2,Proton-K/DM-2,,Baikonur Site 81/23,Baikonur Site 81/23,VKS,VKS,1993
27 May 01:22,,,,,,,,1993
27 May 01:22,,Gorizont 28,RSCC,Intended: Geosynchronous,Communications,27 May,Launch Failure,1993
June[edit],June[edit],June[edit],June[edit],June[edit],June[edit],June[edit],June[edit],1993
16 June 04:17,Kosmos-3M,Kosmos-3M,,Plesetsk Site 132/1,Plesetsk Site 132/1,VKS,VKS,1993
16 June 04:17,,,,,,,,1993
16 June 04:17,,Kosmos 2251 (Strela-2M),MO RF,Low Earth,Communications,10 February 2009,Successful,1993
16 June 04:17,,Collided with Iridium 33 after retirement.[6],Collided with Iridium 33 after retirement.[6],Collided with Iridium 33 after retirement.[6],Collided with Iridium 33 after retirement.[6],Collided with Iridium 33 after retirement.[6],Collided with Iridium 33 after retirement.[6],1993
21 June 13:07:22[1],Space Shuttle Endeavour[7],Space Shuttle Endeavour[7],,Kennedy LC-39B,Kennedy LC-39B,United Space Alliance,United Space Alliance,1993
21 June 13:07:22[1],,,,,,,,1993
21 June 13:07:22[1],,STS-57,NASA,Low Earth,Microgravity,1 July 12:52,Successful,1993
21 June 13:07:22[1],,SpaceHab LSM,NASA/SpaceHab,Low Earth (Endeavour),Scientific research,1 July 12:52,Successful,1993
21 June 13:07:22[1],,Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier,Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier,Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier,Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier,Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier,Crewed orbital flight with six astronauts; Retrieved European Retrievable Carrier,1993
24 June 04:12:41,Tsyklon-3,Tsyklon-3,,Plesetsk,Plesetsk,VKS,VKS,1993
24 June 04:12:41,,,,,,,,1993
24 June 04:12:41,,Kosmos 2252 (Strela-3),MO RF,Low Earth,Communications,In orbit,Successful,1993
24 June 04:12:41,,Kosmos 2253 (Strela-3),MO RF,Low Earth,Communications,In orbit,Successful,1993
24 June 04:12:41,,Kosmos 2254 (Strela-3),MO RF,Low Earth,Communications,In orbit,Successful,1993
24 June 04:12:41,,Kosmos 2255 (Strela-3),MO RF,Low Earth,Communications,In orbit,Successful,1993
24 June 04:12:41,,Kosmos 2256 (Strela-3),MO RF,Low Earth,Communications,In orbit,Successful,1993
24 June 04:12:41,,Kosmos 2257 (Strela-3),MO RF,Low Earth,Communications,In orbit,Successful,1993
25 June 00:18,Ariane 4 (42P),Ariane 4 (42P),,Kourou ELA-2,Kourou ELA-2,Arianespace,Arianespace,1993
25 June 00:18,,,,,,,,1993
25 June 00:18,,Galaxy-4H,Hughes,Geosynchronous,Communications,In orbit,Operational,1993
25 June 08:20,Soyuz-U,Soyuz-U,,Plesetsk Site 16/2,Plesetsk Site 16/2,VKS,VKS,1993
25 June 08:20,,,,,,,,1993
25 June 08:20,,Resurs F-17,MOM,Low Earth,Remote sensing,12 July,Successful,1993
25 June 23:30,Scout G-1,Scout G-1,,Vandenberg SLC-5,Vandenberg SLC-5,NASA,NASA,1993
25 June 23:30,,,,,,,,1993
25 June 23:30,,RADCAL (P92-1),US Air Force/STP,Low Earth (Polar),Radar calibration,In orbit,Successful,1993
26 June 13:27,Delta II (7925),Delta II (7925),,Cape Canaveral LC-17A,Cape Canaveral LC-17A,McDonnell Douglas,McDonnell Douglas,1993
26 June 13:27,,,,,,,,1993
26 June 13:27,,USA-92 (GPS IIA-12),US Air Force,Medium Earth,Navigation,In orbit,Operational,1993
26 June 13:27,,PMG,NASA,Low Earth,Technology,In orbit,Successful,1993
July[edit],July[edit],July[edit],July[edit],July[edit],July[edit],July[edit],July[edit],1993
1 July 14:32:58,Soyuz-U2,Soyuz-U2,,Baikonur Site 1/5,Baikonur Site 1/5,VKS,VKS,1993
1 July 14:32:58,,,,,,,,1993
1 July 14:32:58,,Soyuz TM-17,Roskosmos,Low Earth (Mir),Mir EO-14,14 January 1994,Successful,1993
1 July 14:32:58,,Crewed orbital fight with three cosmonauts,Crewed orbital fight with three cosmonauts,Crewed orbital fight with three cosmonauts,Crewed orbital fight with three cosmonauts,Crewed orbital fight with three cosmonauts,Crewed orbital fight with three cosmonauts,1993
7 July 07:15,Tsyklon-2,Tsyklon-2,,Baikonur Site 90,Baikonur Site 90,VKS,VKS,1993
7 July 07:15,,,,,,,,1993
7 July 07:15,,Kosmos 2258 (US-PM),MO RF,Low Earth,Reconnaissance,8 June 1995,Successful,1993
14 July 16:40,Soyuz-U,Soyuz-U,,Plesetsk Site 43/3,Plesetsk Site 43/3,VKS,VKS,1993
14 July 16:40,,,,,,,,1993
14 July 16:40,,Kosmos 2259 (Yantar-4K2),MOM,Low Earth,Reconnaissance,25 July,Successful,1993
19 July 22:04,Atlas II/IABS,Atlas II/IABS,,Cape Canaveral LC-36A,Cape Canaveral LC-36A,General Dynamics,General Dynamics,1993
19 July 22:04,,,,,,,,1993
19 July 22:04,,USA-93 (DSCS IIIB-9),US Air Force,Geostationary,Communications,In orbit,Operational,1993
22 July 08:45,Soyuz-U,Soyuz-U,,Plesetsk Site 43/3,Plesetsk Site 43/3,VKS,VKS,1993
22 July 08:45,,,,,,,,1993
22 July 08:45,,Kosmos 2260 (Zenit-8),MOM,Low Earth,Reconnaissance,5 August,Successful,1993
22 July 22:58:55,Ariane 4 (44L),Ariane 4 (44L),,Kourou ELA-2,Kourou ELA-2,Arianespace,Arianespace,1993
22 July 22:58:55,,,,,,,,1993
22 July 22:58:55,,Hispasat 1B,Hispasat,Geostationary,Communications,In orbit,Operational,1993
22 July 22:58:55,,INSAT-2B,ISRO,Geostationary,Communications,In orbit,Successful,1993
August[edit],August[edit],August[edit],August[edit],August[edit],August[edit],August[edit],August[edit],1993
2 August 19:59,Titan IVA (403),Titan IVA (403),,Vandenberg SLC-4E,Vandenberg SLC-4E,US Air Force,US Air Force,1993
2 August 19:59,,,,,,,,1993
2 August 19:59,,SLDCOM-3,NRO,Intended: Low Earth,Communications,T+101 seconds,Launch Failure,1993
2 August 19:59,,NOSS-2-3A,US Navy,Intended: Low Earth,ELINT,T+101 seconds,Launch Failure,1993
2 August 19:59,,NOSS-2-3B,US Navy,Intended: Low Earth,ELINT,T+101 seconds,Launch Failure,1993
2 August 19:59,,NOSS-2-3C,US Navy,Intended: Low Earth,ELINT,T+101 seconds,Launch Failure,1993
2 August 19:59,,Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.,Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.,Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.,Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.,Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.,Apogee: 33 kilometres (21 mi). One of the UA1207 solid rocket boosters exploded at T+101 seconds. Failure was attributed to damage caused by the ground crew due to an errant cut into one of the SRB segments while repairing the booster.,1993
4 August 00:52,Molniya-M,Molniya-M,,Plesetsk Site 43/3,Plesetsk Site 43/3,VKS,VKS,1993
4 August 00:52,,,,,,,,1993
4 August 00:52,,Molniya-3 No.58L,MOM,Molniya,Communications,31 December 2013,Successful,1993
9 August 10:02,Atlas E,Atlas E,,Vandenberg SLC-3W,Vandenberg SLC-3W,US Air Force,US Air Force,1993
9 August 10:02,,,,,,,,1993
9 August 10:02,,NOAA-13,NOAA,Sun-synchronous,Weather,In orbit,Successful,1993
10 August 14:53:45,Molniya-M,Molniya-M,,Plesetsk Site 16/2,Plesetsk Site 16/2,VKS,VKS,1993
10 August 14:53:45,,,,,,,,1993
10 August 14:53:45,,Kosmos 2261 (Oko),MOM,Molniya,Missile defence,In orbit,Operational,1993
10 August 22:23:45,Soyuz-U,Soyuz-U,,Baikonur Site 1/5,Baikonur Site 1/5,VKS,VKS,1993
10 August 22:23:45,,,,,,,,1993
10 August 22:23:45,,Progress M-19,Roskosmos,Low Earth (Mir),Logistics,13 October,Successful,1993
24 August 10:45,Soyuz-U,Soyuz-U,,Plesetsk Site 16/2,Plesetsk Site 16/2,VKS,VKS,1993
24 August 10:45,,,,,,,,1993
24 August 10:45,,Resurs F-19,MOM,Low Earth,Remote sensing,10 September,Successful,1993
30 August 12:38,Delta II (7925),Delta II (7925),,Cape Canaveral LC-17B,Cape Canaveral LC-17B,McDonnell Douglas,McDonnell Douglas,1993
30 August 12:38,,,,,,,,1993
30 August 12:38,,USA-94 (GPS IIA-13),US Air Force,Medium Earth,Navigation,In orbit,Successful,1993
30 August 12:38,,Decommissioned on 1 May 2013[8],Decommissioned on 1 May 2013[8],Decommissioned on 1 May 2013[8],Decommissioned on 1 May 2013[8],Decommissioned on 1 May 2013[8],Decommissioned on 1 May 2013[8],1993
31 August 04:40,Tsyklon-3,Tsyklon-3,,Plesetsk,Plesetsk,VKS,VKS,1993
31 August 04:40,,,,,,,,1993
31 August 04:40,,Meteor 2–21,Roskosmos,Low Earth,Weather,In orbit,Successful,1993
31 August 04:40,,Temisat,Telespazio,Low Earth,Technology,In orbit,Successful,1993
September[edit],September[edit],September[edit],September[edit],September[edit],September[edit],September[edit],September[edit],1993
3 September 11:17,Atlas I,Atlas I,,Cape Canaveral LC-36B,Cape Canaveral LC-36B,General Dynamics,General Dynamics,1993
3 September 11:17,,,,,,,,1993
3 September 11:17,,USA-95 (UHF-2),US Navy,Geosynchronous,Communications,In orbit,Operational,1993
7 September 13:25,Soyuz-U2,Soyuz-U2,,Baikonur Site 31/6,Baikonur Site 31/6,VKS,VKS,1993
7 September 13:25,,,,,,,,1993
7 September 13:25,,Kosmos 2262 (Don),MOM,Low Earth,Reconnaissance,18 December,Successful,1993
12 September 11:45,Space Shuttle Discovery,Space Shuttle Discovery,,Kennedy LC-39B,Kennedy LC-39B,United Space Alliance,United Space Alliance,1993
12 September 11:45,,,,,,,,1993
12 September 11:45,,STS-51,NASA,Low Earth,Satellite deployment,22 September 07:56,Successful,1993
12 September 11:45,,ORFEUS-SPAS,NASA/DARA,Low Earth (Discovery),Astronomy,22 September 07:56,Successful,1993
12 September 11:45,,ACTS,NASA,Geosynchronous,Communications,In orbit,Successful,1993
12 September 11:45,,Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004,Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004,Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004,Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004,Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004,Crewed orbital flight with five astronauts; ACTS deployed using Transfer Orbit Stage and retired on 28 April 2004,1993
16 September 07:36:19,Zenit-2,Zenit-2,,Baikonur Site 45/1,Baikonur Site 45/1,VKS,VKS,1993
16 September 07:36:19,,,,,,,,1993
16 September 07:36:19,,Kosmos 2263 (Tselina-2),MO RF,Low Earth,ELINT,In orbit,Successful,1993
17 September 00:43:10,Tsyklon-2,Tsyklon-2,,Baikonur Site 90,Baikonur Site 90,VKS,VKS,1993
17 September 00:43:10,,,,,,,,1993
17 September 00:43:10,,Kosmos 2264 (US-PM),MO RF,Low Earth,Reconnaissance,7 August 1995,Successful,1993
20 September 05:12,PSLV,PSLV,,Sriharikota FLP,Sriharikota FLP,ISRO,ISRO,1993
20 September 05:12,,,,,,,,1993
20 September 05:12,,IRS 1E,ISRO,Intended: Low Earth,Remote sensing,20 September,Launch Failure,1993
20 September 05:12,,Maiden flight of PSLV; failed to reach orbit due to guidance system malfunction,Maiden flight of PSLV; failed to reach orbit due to guidance system malfunction,Maiden flight of PSLV; failed to reach orbit due to guidance system malfunction,Maiden flight of PSLV; failed to reach orbit due to guidance system malfunction,Maiden flight of PSLV; failed to reach orbit due to guidance system malfunction,Maiden flight of PSLV; failed to reach orbit due to guidance system malfunction,1993
26 September 01:45,Ariane 4 (40),Ariane 4 (40),,Kourou ELA-2,Kourou ELA-2,Arianespace,Arianespace,1993
26 September 01:45,,,,,,,,1993
26 September 01:45,,SPOT 3,Spot Image,Sun-synchronous,Remote sensing,In orbit,Successful,1993
26 September 01:45,,Stella,CNES,Low Earth,Gravity,In orbit,Successful,1993
26 September 01:45,,Healthsat-2,SatelLife,Low Earth,Communications,In orbit,Successful,1993
26 September 01:45,,Kitsat-2,KAIST,Low Earth,Technology,In orbit,Successful,1993
26 September 01:45,,Eyesat,Interferometrics/AMSAT,Low Earth,Communications,In orbit,Successful,1993
26 September 01:45,,ItamSat,Interferometrics/AMSAT,Low Earth,Communications,In orbit,Successful,1993
26 September 01:45,,PoSAT-1,,Low Earth,Technology,In orbit,Successful,1993
26 September 01:45,,SPOT 3 ceased functioning on 14 November 1997; PoSAT-1 is the first Portuguese satellite,SPOT 3 ceased functioning on 14 November 1997; PoSAT-1 is the first Portuguese satellite,SPOT 3 ceased functioning on 14 November 1997; PoSAT-1 is the first Portuguese satellite,SPOT 3 ceased functioning on 14 November 1997; PoSAT-1 is the first Portuguese satellite,SPOT 3 ceased functioning on 14 November 1997; PoSAT-1 is the first Portuguese satellite,SPOT 3 ceased functioning on 14 November 1997; PoSAT-1 is the first Portuguese satellite,1993
30 September 17:05:59,Proton-K/DM-2,Proton-K/DM-2,,Baikonur Site 81/23,Baikonur Site 81/23,VKS,VKS,1993
30 September 17:05:59,,,,,,,,1993
30 September 17:05:59,,Raduga 30,MOM,Geostationary,Communications,In orbit,Operational,1993
October[edit],October[edit],October[edit],October[edit],October[edit],October[edit],October[edit],October[edit],1993
5 October 17:56,Titan 23G/Star-37XFP-ISS,Titan 23G/Star-37XFP-ISS,,Vandenberg SLC-4W,Vandenberg SLC-4W,US Air Force,US Air Force,1993
5 October 17:56,,,,,,,,1993
5 October 17:56,,Landsat 6,NASA,Intended: Low Earth,Remote sensing,5 October,Launch Failure,1993
5 October 17:56,,Upper stage failed to ignite; Apogee: 724 kilometres (450 mi),Upper stage failed to ignite; Apogee: 724 kilometres (450 mi),Upper stage failed to ignite; Apogee: 724 kilometres (450 mi),Upper stage failed to ignite; Apogee: 724 kilometres (450 mi),Upper stage failed to ignite; Apogee: 724 kilometres (450 mi),Upper stage failed to ignite; Apogee: 724 kilometres (450 mi),1993
8 October 08:00,Long March 2C,Long March 2C,,Jiuquan LA-2B,Jiuquan LA-2B,CALT,CALT,1993
8 October 08:00,,,,,,,,1993
8 October 08:00,,FSW 1–5,CASC,Low Earth,Reconnaissance,28 October,Successful,1993
11 October 21:33:19,Soyuz-U,Soyuz-U,,Baikonur Site 1/5,Baikonur Site 1/5,VKS,VKS,1993
11 October 21:33:19,,,,,,,,1993
11 October 21:33:19,,Progress M-20,Roskosmos,Low Earth (Mir),Logistics,21 November,Successful,1993
18 October 14:53:10,Space Shuttle Columbia,Space Shuttle Columbia,,Kennedy LC-39B,Kennedy LC-39B,United Space Alliance,United Space Alliance,1993
18 October 14:53:10,,,,,,,,1993
18 October 14:53:10,,STS-58,NASA,Low Earth,Microgravity,1 November,Successful,1993
18 October 14:53:10,,Spacelab Long Module 2,NASA,Low Earth (Columbia),Spacelab SLS-2,1 November,Successful,1993
18 October 14:53:10,,EDO Pallet,NASA,Low Earth (Columbia),Cryogenic mission extension pallet,1 November,Successful,1993
18 October 14:53:10,,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,Crewed orbital flight with seven astronauts,1993
22 October 06:46,Ariane 4 (44LP),Ariane 4 (44LP),,Kourou ELA-2,Kourou ELA-2,Arianespace,Arianespace,1993
22 October 06:46,,,,,,,,1993
22 October 06:46,,Intelsat 701,Intelsat,Geostationary,Communications,In orbit,Operational,1993
26 October 10:00:04,Kosmos-3M,Kosmos-3M,,Plesetsk Site 132/1,Plesetsk Site 132/1,VKS,VKS,1993
26 October 10:00:04,,,,,,,,1993
26 October 10:00:04,,Kosmos 2265 (Taifun),MO RF,Low Earth,Radar calibration,11 August 2003,Successful,1993
28 October 15:17,Proton-K/DM-2,Proton-K/DM-2,,Baikonur Site 81/23,Baikonur Site 81/23,VKS,VKS,1993
28 October 15:17,,,,,,,,1993
28 October 15:17,,Gorizont 28,MOM,Geostationary,Communications,In orbit,Operational,1993
28 October 17:04,Delta II (7925),Delta II (7925),,Cape Canaveral LC-17B,Cape Canaveral LC-17B,McDonnell Douglas,McDonnell Douglas,1993
28 October 17:04,,,,,,,,1993
28 October 17:04,,USA-96 (GPS IIA-14),US Air Force,Medium Earth,Navigation,In orbit,Operational,1993
November[edit],November[edit],November[edit],November[edit],November[edit],November[edit],November[edit],November[edit],1993
2 November 12:10:09,Kosmos-3M,Kosmos-3M,,Plesetsk Site 132/1,Plesetsk Site 132/1,VKS,VKS,1993
2 November 12:10:09,,,,,,,,1993
2 November 12:10:09,,Kosmos 2266 (Parus),MO RF,Low Earth,Navigation,In orbit,Operational,1993
5 November 08:25,Soyuz-U,Soyuz-U,,Baikonur Site 1/5,Baikonur Site 1/5,VKS,VKS,1993
5 November 08:25,,,,,,,,1993
5 November 08:25,,Kosmos 2267 (Yantar-4KS1M),MOM,Low Earth,Reconnaissance,28 December 1994,Successful,1993
18 November 13:54:59,Proton-K/DM-2,Proton-K/DM-2,,Baikonur Site 81/23,Baikonur Site 81/23,VKS,VKS,1993
18 November 13:54:59,,,,,,,,1993
18 November 13:54:59,,Gorizont 29,MOM,Geostationary,Communications,In orbit,Operational,1993
18 November 13:54:59,,"Sold to Rimsat as Rimsat-1, then to PASI as PASI-1, then to LMI as LIM-AP-1","Sold to Rimsat as Rimsat-1, then to PASI as PASI-1, then to LMI as LIM-AP-1","Sold to Rimsat as Rimsat-1, then to PASI as PASI-1, then to LMI as LIM-AP-1","Sold to Rimsat as Rimsat-1, then to PASI as PASI-1, then to LMI as LIM-AP-1","Sold to Rimsat as Rimsat-1, then to PASI as PASI-1, then to LMI as LIM-AP-1","Sold to Rimsat as Rimsat-1, then to PASI as PASI-1, then to LMI as LIM-AP-1",1993
20 November 01:17,Ariane 4 (44LP),Ariane 4 (44LP),,Kourou ELA-2,Kourou ELA-2,Arianespace,Arianespace,1993
20 November 01:17,,,,,,,,1993
20 November 01:17,,Solidaridad-1,Tele Mexico,Geostationary,Communications,In orbit,Operational,1993
20 November 01:17,,Meteosat 6,EUMETSAT,Geostationary,Weather,In orbit,Operational,1993
28 November 23:40,Atlas II,Atlas II,,Cape Canaveral LC-36A,Cape Canaveral LC-36A,General Dynamics,General Dynamics,1993
28 November 23:40,,,,,,,,1993
28 November 23:40,,USA-97 (DSCS IIIB-10),US Air Force,Geostationary,Communications,In orbit,Operational,1993
December[edit],December[edit],December[edit],December[edit],December[edit],December[edit],December[edit],December[edit],1993
2 December 09:27,Space Shuttle Endeavour,Space Shuttle Endeavour,,Kennedy LC-39B,Kennedy LC-39B,United Space Alliance,United Space Alliance,1993
2 December 09:27,,,,,,,,1993
2 December 09:27,,STS-61,NASA,Low Earth (HST),Satellite refurbishment (HST-SM1),13 December,Successful,1993
